comment,rate,created_at,operator_name
"Five hours is an understatement. It took us 7 hours to reach and despite telling the driver that we have to be there later by 5pm, he still took his time, had long breaks which caused us to miss our ferry. ",3,2019-06-10 10:46:03 UTC,Private Taxi Service
The trip from Phnom Penh to Shianoukville is only 116 miles but took us 7.5 hours this meant we missed our ferry to go to Koh Rung and had to pay for a hotel for the evening. The weather was bad as was the traffic but the driver was very slow and no warni,1.8,2019-06-10 11:38:42 UTC,Private Taxi Service
,2.4,2019-06-10 11:53:31 UTC,Saly VIP
"Horrible night ride from Mondulkiri to PP: the bus departed 1 hour later, also arriving much later than scheduled. The driver was blasting loud music all night long and ignored any requests to decrease the volume at least. Also crazy very unsafe driving.",1,2019-06-10 12:52:31 UTC,Virak Buntham Old
,4.2,2019-06-10 15:16:56 UTC,Kampot Express
Good driver comfortable seat ,3.4,2019-06-10 22:54:23 UTC,Mekong Express
,5,2019-06-11 01:03:28 UTC,Mekong Express
-,4.2,2019-06-11 01:34:33 UTC,Mekong Express
"Promised: 4 hour drive starting at 3.30 PM to Phnom Penh. Reality: departure 4 PM, duration >7 hours. (Young) drive was very tired, only stopped 1 time after 2 hours for 10 minutes. Very unsafe situation, especially during rain. Van was good, 1 place pp",1.6,2019-06-11 09:00:50 UTC,Virak Buntham Old
,3.8,2019-06-11 09:36:58 UTC,Kampot Express
"The driver kept stopping many times to pick up some additional passengers as there were vacant seats,so it caused to the arrival time of being late.We left PP at 8:30am & scheduleed to be in HCM at 2:30pm but instead, it's 5:30pm. time-consuming at border",1,2019-06-11 10:08:18 UTC,Mekong Express
"Driver picked up some additional passengers along the way, so it caused on late arriving in PP. We scheduled to leave HCM at 1pm and to arrive in PP at 7pm, but it was 8:30pm instead. No clear information from staffs to passengers related to break or so.",1.2,2019-06-11 10:13:44 UTC,Mekong Express
,5,2019-06-11 12:30:21 UTC,Bayon VIP
A few extra stops along the way but driver was safe and cautious and still arrived earlier than schedule.,4.2,2019-06-11 12:46:10 UTC,CamPost
Very good and save driver . Not ok to Stop earlier than end bus stop for tourists to be cheated by overpriced tuktuk driver.,3.8,2019-06-11 13:42:56 UTC,CamPost
A very satisfactory journey,4.2,2019-06-12 01:37:15 UTC,Private Taxi Service
"Driver reached on time
thanks to book me bus",5,2019-06-12 04:00:37 UTC,Private Taxi Service
,5,2019-06-12 04:05:26 UTC,Bayon VIP
The aircon is too cold ,3.8,2019-06-12 10:03:24 UTC,Virak Buntham Old
I liked their service. Enjoyed ,4.6,2019-06-12 10:05:52 UTC,Virak Buntham Old
"Hi
Bus was delayed 45 minuts from Siem Reap
We need to stop after 30 minuts drive bus engine  was leaking diesel filter was leaking diesel was dripping on hot surfaces, try to change filter but new one not correct
continus driving not safe
jens-Jarly",2,2019-06-12 11:28:14 UTC,Mekong Express
,2,2019-06-12 17:40:55 UTC,Bayon VIP
"Good
",4.8,2019-06-13 09:32:43 UTC,Virak Buntham Old
,5,2019-06-13 10:03:48 UTC,Mekong Express
Great service.,4.4,2019-06-13 10:04:23 UTC,Virak Buntham Old
"The boat captain claimed i didn’t confirm my ticket and almost didn’t let me on the boat. Until I mentioned the hotel I came from then he finally let me me on. 
Should have been more of a help then being so rude. ",1.4,2019-06-13 10:29:10 UTC,Buva Sea
I was confused on needing to pay $2 to leave Vietnam and another $2 to enter Cambodia on top of visa price. ,4.6,2019-06-13 12:16:36 UTC,Mekong Express
,3.8,2019-06-13 14:10:50 UTC,Kampot Express
"We were 3 hours late. The driver offered to take us to the ferry, then took us instead to two different ferry offices that weren't ours. Then, he just had us get out and wanted us to pay him for bringing us to the wrong place and missing our ferry.",1,2019-06-13 14:48:20 UTC,Mekong Express
,4.2,2019-06-13 15:01:43 UTC,Virak Buntham Old
"On June 12th, I left HCMC to Phnom Penh at 6:30 am. I was riding in one of the mini buses. There were only 3 customers. I was able to lay across the seats and sleep. The border crossing took a total of 10 minutes from leaving Vietnam to sitting on the bus",5,2019-06-14 01:44:38 UTC,Mekong Express
"Trip was comfortable, driver was great. 1h delay because of the conditions of the roads",4.4,2019-06-14 02:20:51 UTC,Mekong Express
,4.8,2019-06-14 10:01:23 UTC,Seila Angkor Khmer Express
I chose the quickest time stated on bookmebus to siem reap from Sen Monorom mondulkiri.  It was by far the most expensive. Very expensive. It stTed 8 hours. It took 11 hours. The big point is the same driver for 11 hours. He tried. But he was tired. 11 hr,1.8,2019-06-14 10:06:24 UTC,Virak Buntham Old
,4.8,2019-06-14 10:34:48 UTC,Mekong Express
,4.2,2019-06-14 10:51:10 UTC,Bayon VIP
The minibus had a/c not working but started out without checking. Passengers acknowledged the driver the problem so they changed the vehicle. Yet it was still not so cool but managed to run through.  Have to think again if l would give it one more chance.,3.6,2019-06-14 15:14:38 UTC,Kim Seng Express
"It was a pleasant night bus ride. The single sleeping bed was quite comfortable and the AC was a bonus...

",4.4,2019-06-15 02:50:49 UTC,Virak Buntham Old
"so far so good, car is good condition only driver need to be careful",3,2019-06-15 08:58:52 UTC,Mekong Express
,3.2,2019-06-15 10:01:37 UTC,CamPost
The seat is too small and uncomfortable ,2.6,2019-06-15 10:04:15 UTC,CamPost
"Great service, comfortable journey with good aircon and very friendly driver ",5,2019-06-15 10:20:15 UTC,Private Taxi Service
,3.8,2019-06-15 11:11:43 UTC,Mey Hong Transport
,4,2019-06-15 11:30:36 UTC,Mekong Express
"We got from Pakse to Siem Reap in the correct time. However, there was a lot of confusion involved with getting off our bus into a truck to go to the border, then being left to figure out the border crossing ourselves. More clarity was needed.",3.2,2019-06-15 11:34:18 UTC,Asia Van Transfer
,5,2019-06-15 11:42:14 UTC,Virak Buntham Old
,5,2019-06-16 02:02:05 UTC,Mekong Express
,4,2019-06-16 03:11:42 UTC,Mey Hong Transport
,4,2019-06-16 03:11:43 UTC,Mey Hong Transport
,2.4,2019-06-16 10:59:19 UTC,Mekong Express
,4.4,2019-06-16 10:59:59 UTC,Mekong Express
,2.6,2019-06-16 11:17:18 UTC,Ekareach Express
,4.2,2019-06-16 12:29:34 UTC,Mekong Express
"On time departure, the driver drove safety and stably, picked up some passengers somewhere in Vietnam. But arrival time was earlier than when I expected.",4.4,2019-06-16 14:54:45 UTC,Mekong Express
"The driver Mr. BUN THIN was an excellent gentleman. He was very safe and the drive from phnom penh to siem reap was comfortablr. 
We used his service for our entire stay. He can be reached in Mob.No. 078 701 717",4.8,2019-06-16 16:09:59 UTC,Private Taxi Service
,4.4,2019-06-16 16:56:29 UTC,Private Taxi Service
"Inspector let inside locals with bags of Durian which made all rear stink with it, also AC was turned off for 3 hours of journey ",2.4,2019-06-16 23:26:39 UTC,Mekong Express
Everything was ok,4.4,2019-06-16 23:27:45 UTC,Mekong Express
Very flexible company. We had to make a few last minutes changes and the manager and driver very accommodating to our requirements (no accommodation used),3.2,2019-06-17 04:57:15 UTC,Private Taxi Service
,3.8,2019-06-17 07:06:29 UTC,Mekong Express
Left at a reasonable time. Considering the state of the highway it arrived in good time. Quick efficient and friendly service. Happy to recommend. ,4.8,2019-06-17 07:59:25 UTC,CamPost
,2,2019-06-17 10:01:56 UTC,Mekong Express
"The driver was furiously fast. It was a scary experience on that Van. He almost hit people ""several times"". People in the car gave him feedbacks, but he still keep doing that. Never ride with that company again. ",2.4,2019-06-17 10:07:01 UTC,Bayon VIP
,4.6,2019-06-17 10:28:22 UTC,CamPost
I was happy with the service. Driver arrived on time and did a good job getting me to my destination on time despite poor road conditions. ,4.6,2019-06-17 10:30:18 UTC,Private Taxi Service
The price is very low but the driver drives very slow. We had a delay a bit over an hour without any traffic to speak of. The driver does not inform how long stops will be.,1.4,2019-06-17 10:33:25 UTC,K.S.O Transport Co. Ltd
,4.8,2019-06-17 10:44:34 UTC,Saly VIP
,4.8,2019-06-17 10:44:35 UTC,Saly VIP
Terrible journey and booking. Took almost 8 hours for 4 hour journey. CTT Driver didn't leave until late and didn't care we missed our boat. Requested hotel pick up and no reply from bookme! Very dangerous with no visibility in dust clouds van shaking.,1,2019-06-17 11:06:02 UTC,CTT Transportation
The aircon didn't work for the entire trip. And the windows could not be opened either. We were suffocating and sweating the whole 4 hours. ,3,2019-06-17 11:42:21 UTC,Kampot Express
,5,2019-06-17 11:42:54 UTC,CamPost
I slept the whole way from Siem Reap to Phnom Penh.  It felt like the quickest trip I ever had. ,4.6,2019-06-17 12:22:51 UTC,Virak Buntham Old
"The driver from Siem Reap to Phnom Penh was really nice, so 5/5 for him. But it would’ve been nice if the driver from Phnom Penh to Ho Chi Minh used the horn less. The first bus was good, lots of leg room, but it would’ve been nice with the same on bus 2.",4.2,2019-06-17 12:35:38 UTC,Mekong Express
"The time of departure and arrival were falsely advertised. The advertised journey was 4 hours, the real journey was 6.5 without traffic. This meant we missed original ferry booking... Bus was dirty, driver was frankly dangerous and staff were rude.",1.4,2019-06-17 15:49:40 UTC,Mekong Express
Everything was nice! Thank You ,5,2019-06-18 02:35:29 UTC,Mekong Express
"I bought VAN car, but they use big bus for me. So I give up my ticket to ride taxi.",1,2019-06-18 03:49:34 UTC,Champa Mekong
Safe and comfortable ride. ,5,2019-06-18 07:17:05 UTC,Mekong Express
,4.4,2019-06-18 11:02:54 UTC,Mekong Express
,3.6,2019-06-18 14:24:09 UTC,Mekong Express
,3.4,2019-06-18 14:24:54 UTC,Mekong Express
,3,2019-06-18 16:20:08 UTC,Virak Buntham Old
,2.2,2019-06-18 16:21:53 UTC,Virak Buntham Old
សូមឲក្រុមហ៊ុនរក្សាភាពទៀងទាត់បែបនេះរហូតនិងសុវត្តិភាពបែបនេះ,4.6,2019-06-18 19:49:22 UTC,Bayon VIP
"Booked the bus at 11am. Upon arrival they looked surprised and then they told me the bus was at the garage for repair. I had to take the bus at 13:30. Probably there were not enough guest at the 11am bus, so they put me on the next one. Very bad service ",2.2,2019-06-19 00:02:45 UTC,Champa Mekong
"VIP bus arrived 30 minutes late. Driver picked up many ppl on the way, didn't leave city until 12:45pm, 75 min after original departure time. Driver spent hours watching FB videos on his phone & face timing friends WHILE driving us. Felt very unsafe. ",1.8,2019-06-19 01:39:10 UTC,Bayon VIP
Didnt let people access wifi because your company want us to buy a sim card from u. Do not put lies to get passengers. Word of mouth can ruin a business,2.6,2019-06-19 04:18:19 UTC,Mekong Express
"This transport to Kep was a very good experience compared to other van rides I have had in SE Asia.  The a/c worked fine, I was able to pick my seat in advance. three was water on the trip down, but not on the return trip.  Would ride again.",5,2019-06-19 07:36:15 UTC,CamPost
"Good Service 
Please make sure you are leaving on time.
When coming back from SR you change drop off point without inform customer.
Please make sure next time inform us.",4.4,2019-06-19 09:29:17 UTC,Bayon VIP
There is no safety belts which means that even in case of medium collision there will be many corpses in bus.,2.8,2019-06-19 09:52:11 UTC,Virak Buntham Old
,3,2019-06-19 10:01:45 UTC,Virak Buntham Old
,5,2019-06-19 10:02:28 UTC,Mekong Express
#NAME?,1.4,2019-06-19 10:05:46 UTC,Kampot Express
"No air conditionning,very bad travel",1,2019-06-19 10:05:58 UTC,Virak Buntham Old
,2.8,2019-06-19 10:18:44 UTC,Mekong Express
"Was a good service, took longer than the 4 hours but Sihanoukville was very trafficy! ",5,2019-06-19 10:24:18 UTC,Mekong Express
#NAME?,1.2,2019-06-19 10:25:50 UTC,Kampot Express
Safe and comfortable experience.,5,2019-06-19 10:31:33 UTC,Mekong Express
"Our driver, Mardi, was absolutely fantastic.  He delivered us quickly, safely, and comfortably, demonstrating a great deal of experience navigating the challenges of the road between Siem Reap and Battambang.  His English is superb!",5,2019-06-19 10:35:43 UTC,Private Taxi Service
"Went to Champa the day before and was informed that there was not a 10:30 bus only one     at 9. Arrived at 8:40 and at 9 we were sent by cab to a different location. Between Kampot and Phnom Penh, the bus made 14-18 stops, arriving in Phnom Penh at 2.",2.2,2019-06-19 10:48:27 UTC,Champa Mekong
Next time please put driver name on Car so We can give direct feedback to driver who drive careless.,4.2,2019-06-19 10:55:30 UTC,Bayon VIP
"Very nice experience all together.
Thanks",5,2019-06-19 12:21:01 UTC,Mekong Express
The safest bus ride I have ever journeyed to. It’s just that the bus aircon seems to be old hence the hot adventure. Good overall.,3.8,2019-06-19 16:04:52 UTC,Mekong Express
We should have been in Phnom Penh around midnight. we have been there at 5 in the morning!,1.8,2019-06-20 01:36:01 UTC,Virak Buntham Old
"Not very good experience! The driver didn't ask for us at the airport,he was close to us with my name written in a fold paper.... We had another mate in our taxi, who was vomiting in the back. The taxi had a flat tire and we had to stop to inflate it.....",1.8,2019-06-20 02:51:26 UTC,Private Taxi Service
There was a total lack of communication.  I knew I had to change buses but I didn't expect to do it twice.  The bus was advertised as leaving at 7 but left an hour late.  No information about toilet stops either.,1.6,2019-06-20 06:00:34 UTC,Virak Buntham Old
,3.4,2019-06-20 08:19:24 UTC,Mey Hong Transport
,5,2019-06-20 11:51:42 UTC,Mey Hong Transport
,5,2019-06-20 11:51:46 UTC,Mey Hong Transport
"It's very bad, you send me sleepy driver... and we not finish to sihanoukvile... it's bad transportation ",1.8,2019-06-20 17:05:12 UTC,Private Taxi Service
,5,2019-06-21 04:22:41 UTC,Mekong Express
"I'm a big guy, the seats were very small with very limited leg space, maybe think of addressing this issue, other than that the trip was good",4,2019-06-21 08:11:46 UTC,Mekong Express
,5,2019-06-21 10:38:37 UTC,Mekong Express
It was a long and tiring trip BUT it was all worth it.  Thanks to our Driver and his Assistant...sorry was not able to get their names...:),5,2019-06-21 12:02:07 UTC,Mekong Express
,5,2019-06-21 12:17:55 UTC,Virak Buntham Old
"The bus was very warm, no wifi as advertised but it did take us from siem reap to battambang.
It's an old bus with really bad air con and no wifi so don't expect either",2.8,2019-06-21 12:30:23 UTC,Mekong Express
I am really satisfied your service.,5,2019-06-21 13:10:55 UTC,Mekong Express
The driver is pretty to rude to the passenger. Not to me but to the passenger near by.,3,2019-06-21 17:31:34 UTC,Virak Buntham Old
,4.6,2019-06-22 02:46:21 UTC,CamPost
,5,2019-06-22 10:07:01 UTC,Mekong Express
,4.2,2019-06-22 10:08:01 UTC,Mekong Express
,3.6,2019-06-22 10:08:53 UTC,Kim Seng Express
"Mr. Om Marady was an absolutely fantastic driver.  I recommend him and this service to any foreign traveler who may be a bit nervous about the roads in Cambodia:  we found Marady to be careful, bold, and safe:  great English and great conversation! ",5,2019-06-22 10:18:06 UTC,Private Taxi Service
Impossible to hear the people on the phone when calling to confirm on multiple occasions.  Bus was small and hot very uncomfortable not like other VIP buses we have used in Cambodia/Vietnam. Bus takes 6.5 hours not 4 so unsure why this isn’t stated.,1.4,2019-06-22 10:33:31 UTC,Mekong Express
,4.2,2019-06-22 11:06:00 UTC,Larryta Bus
A little bit late but there was a lot of people on the road. Maybe a little too much of stop (3),4.2,2019-06-22 11:11:13 UTC,Kampot Express
Inspector is hands on and good in english. ,4.6,2019-06-22 12:36:07 UTC,Mekong Express
The driver was good and the accommodation was good as well. But I held my heart at the high speed and the many overtaking maneuvers. ,4.2,2019-06-22 12:50:28 UTC,CamPost
,4.4,2019-06-22 12:55:31 UTC,Mekong Express
Scary experience with the driver. We almost hit a truck on our way to Mondulkiri. He was also driving at full speed during the heavy rain. I will commend though the accommodating receptionist and punctuality of the driver. ,4,2019-06-22 14:05:28 UTC,Thy Socheata (T.C.T.) Express
"Hotel bus, B means up, A means down, beds are 1,75m so if you’re taller it won’t be confortable for two people, and I’m 68kg (and my girlfriend 50) but I’m sure that if you’re slightly overweighted you won’t be confortable. We arrived two hours late.",3.2,2019-06-22 16:16:31 UTC,Virak Buntham Old
"Worst company ever, try to avoid booking with them, there’s no office in the Sihanoukville so pick up point is in a crossroad. At some point a woman came to inform me that bus would be half an hour late, it was two hours late and from a different company!",1.4,2019-06-22 16:21:04 UTC,CTT Transportation
"Nice office in Kampot, nice staff, we departed in time but the travel took longer than expected ",4.4,2019-06-22 16:23:57 UTC,Ekareach Express
,2.6,2019-06-22 18:28:16 UTC,Bayon VIP
,4,2019-06-23 02:47:37 UTC,Larryta Bus
,4,2019-06-23 02:47:51 UTC,Larryta Bus
"Faultless. Departed in good time, drove appropriate to the road conditions, informed people how long we had for pee stops, and arrived in good time in PP. Happy to recommend.",5,2019-06-23 05:16:18 UTC,Mekong Express
Driver came late. He forgot the location to bring us hence made extra distance and he demand for more money.,2,2019-06-23 11:05:19 UTC,Private Taxi Service
It took more than 20 hours to reach Bangkok. The bus itself made 3 hours late by arriving the border around 9AM.,1.6,2019-06-23 12:01:36 UTC,Virak Buntham Old
,5,2019-06-23 12:08:47 UTC,Seila Angkor Khmer Express
,5,2019-06-23 12:09:57 UTC,Mey Hong Transport
,5,2019-06-23 12:10:34 UTC,Seila Angkor Khmer Express
"If youre a bit taller it can be a bit cramped in the minivan, but overall everything was good!",3.8,2019-06-23 12:21:38 UTC,Mekong Express
Driver drives very fast and he is so aggressive.,4,2019-06-23 12:46:23 UTC,Virak Buntham Old
Seat is a bit small,4.4,2019-06-23 12:47:36 UTC,Cambolink21 Express
"To be cleaner inside of car 
Due to contesting at Cambodia side, 1 hour late arrival
Driver was good.",3.6,2019-06-23 14:19:21 UTC,Mekong Express
,5,2019-06-23 15:34:31 UTC,Private Taxi Service
,3,2019-06-23 16:59:56 UTC,Virak Buntham Old
ឡានអត់មានដាក់​វាំងនន​ការពារ​កំដៅ​ថ្ងៃ​ ។ សុំអោយដាក់​ វាំងនន​ផង​  អរគុណ…​,4.8,2019-06-24 00:48:21 UTC,Mekong Express
Good,5,2019-06-24 02:16:50 UTC,Mekong Express
"Professional services and safe driving. 
We have been informed by both call and email about an update for our trip back and the customer car managed to refund our tickets to buy new ones.
Efficient and quality services, to recommend.",3.6,2019-06-24 03:46:17 UTC,CamPost
"Cambodia post arrived on time, was v reasonably priced. There wasn't much AC but the journey was fine, and we also arrived in siem reap way ahead of schedule. I would definitely use again!!! ",5,2019-06-24 10:05:41 UTC,CamPost
"Not sure why drivers keep charging 5 to 10 usd more to customers than the visa rate , and then customers complain they just ignore speaking English and keep the money , bad practice ",4,2019-06-24 10:06:39 UTC,delete khai nam
"Besides cheating guest with 5 usd more on visas , bus is dirty , pick passengers on the say without a seat , they say not speak english, air con broken, terrible ",2,2019-06-24 10:10:48 UTC,delete khai nam
"Everything ok except they keep lying offering WiFi , have take that bus 3 times and never have WiFi so no need to lie to customers ",4.4,2019-06-24 10:12:20 UTC,KUMHO SAMCO BUSLINES
Good carefully driver. Arrived earlier than suggested. Would definitely recommend.,4.8,2019-06-24 10:31:44 UTC,CamPost
"The driver was totally crazy!! 
Fast and furious",2.6,2019-06-24 11:37:58 UTC,Mekong Express
"The driver was very careful, this bus had bigger seats than the previous one that made a very big difference in comfort for me, they even let us get off before the station near our house",4.8,2019-06-24 14:08:50 UTC,Mekong Express
It was fine,4.2,2019-06-24 15:04:13 UTC,Ekareach Express
"Virak Buntham customers services is very bad as always. Speak without hospitality and rude. Mostly the lady staffs, very bad in talking",1,2019-06-24 15:08:11 UTC,Virak Buntham Old
Excellent service!!,5,2019-06-24 16:02:12 UTC,Private Taxi Service
.,4.4,2019-06-25 01:14:16 UTC,delete khai nam
On time and good service.,5,2019-06-25 02:19:04 UTC,Mekong Express
,1,2019-06-25 02:49:57 UTC,Virak Buntham Old
,3,2019-06-25 02:51:53 UTC,CamPost
Was great. On time. Stopped for toilet breaks. Asked us if we wanted to stop for lunch. He was great,5,2019-06-25 08:31:31 UTC,Private Taxi Service
A/C not work and we all felt like hell and almost passed out. Such a bad experience and the company must be so something about this but nothing.,1.8,2019-06-25 09:18:31 UTC,Kampot Express
,1.8,2019-06-25 10:03:50 UTC,Cambolink21 Express
The air conditioner on the bus did not work. The driving was dangerous and we left well after the scheduled time.,1,2019-06-25 10:05:52 UTC,Ratanak Sambath Express Transportation
"Should check the van before starting to go on trip because in my case, there was a little problem with the van ans we wait for about 20 mins or so. Anyway, overall the service is nice. ",3.6,2019-06-25 10:17:13 UTC,Ekareach Express
,3.6,2019-06-25 10:18:37 UTC,CamPost
"It was an ok service. However, the staff should handle suitcases more careful. They broke one wheel from my suitcase on the yesterday’s trip. I am really upset about it as I don’t know how I will carry on my trip with 3 wheel suitcase. ",3.2,2019-06-25 10:24:30 UTC,GTVC Speedboat
"While driver was very professional, please have him stand in a more easy to recognize location instead of waiting at a corner with a small sign",4.6,2019-06-25 10:58:01 UTC,Private Taxi Service
"The Mekong Express delivered exactly what was promised — a quick and seamless bus trip. The staff were friendly and hospitable, they listened to my requests and acted on them almost immediately. The private bus bathroom was very convenient.",5,2019-06-25 11:03:53 UTC,Mekong Express
Thanks driver. ,5,2019-06-25 11:54:27 UTC,Mekong Express
,4.6,2019-06-25 18:00:45 UTC,Mekong Express
,4.2,2019-06-26 01:52:18 UTC,Virak Buntham Old
,5,2019-06-26 02:35:12 UTC,Mekong Express
,5,2019-06-26 04:06:18 UTC,Mekong Express
"It was tricky to reserve my seat on a hotel bus without knowing which one is an upper bed or a lower bed. The ceiling of my back seat was the way too low, AC should be designed for the body, not for face, so it was very uncomfortable to sleep.",2.8,2019-06-26 05:46:15 UTC,Virak Buntham Old
,4,2019-06-26 06:25:15 UTC,Mey Hong Transport
,4,2019-06-26 08:22:27 UTC,Seila Angkor Khmer Express
Excellent,4.6,2019-06-26 11:05:42 UTC,CamPost
Always provide with good services?,3.4,2019-06-26 11:07:45 UTC,Mekong Express
"Good service , on time , seats a touch uncomfortable and a touch cramped but no real dramas",4.4,2019-06-26 11:12:01 UTC,Mekong Express
"The service is okay, but to bad you lie on the webpage.
-No bathroom on bus
-No wifi on bus
-No explanation of visa process.

I got to the destiny but I woudn't recommend mekkong mainly because i felt lied to. Next trip I'm using ibis",3,2019-06-26 11:42:06 UTC,Mekong Express
,4.8,2019-06-26 12:39:00 UTC,Mey Hong Transport
,4.8,2019-06-26 12:39:00 UTC,Mey Hong Transport
,4.8,2019-06-26 12:39:00 UTC,Mey Hong Transport
,4.8,2019-06-26 12:39:00 UTC,Mey Hong Transport
Best ride driver was fast and safe. The van was nice n cold. ,5,2019-06-26 13:06:54 UTC,CamPost
"Arrival of the bus was late , didn’t leave the city until 5.40pm , be mindful with the ‘5pm’ bus traffic is horrific so took us 1.5 hours to get out of the city (not at all the buses fault) but advertising it as a 3 hour bus is unrealistic. ",3.4,2019-06-26 13:47:02 UTC,Kampot Express
Avoid at all costs. No office - had to wait on the street. Left well over 1 and 1/2 hours late and arrived 3 and 1/2 hours after time we were told. Staff were not realistic and would say anything to stop you asking questions. Driver was dangerous. ,2,2019-06-26 14:19:31 UTC,CTT Transportation
,4.6,2019-06-27 10:01:44 UTC,Seila Angkor Khmer Express
,5,2019-06-27 11:47:21 UTC,Bayon VIP
At first I was scared that I might be able to experience as well the bad reviews I've read about mekong express. It turns out the real opposite. The ride and the crossing of borders were smooth. No scams. Inspector knows how to speak in English. ,4.6,2019-06-27 12:13:01 UTC,Mekong Express
"Ride was really smooth. It's just the beds were really small and the aisles are narrow. Anyway, at least it was a safe ride.",4.4,2019-06-27 12:14:53 UTC,Mekong Express
Good service and easy to communicate with  tge company..Many thanks!I will definitely book again.,5,2019-06-27 13:16:00 UTC,Private Taxi Service
មេត្តាកែតម្រូវពេវេលាម៉ោងចេញដំណើរអោយបានត្រឹមត្រូវតាមការកណត់,1.6,2019-06-27 13:53:41 UTC,Virak Buntham Old
,4.6,2019-06-28 00:49:55 UTC,CamPost
,4,2019-06-28 06:31:49 UTC,V G S Express 
,4,2019-06-28 09:49:06 UTC,Mekong Express
,1,2019-06-28 10:18:42 UTC,Mekong Express
"The van came in on time, the driver was accomodating and helped us in the border. The sleeper bus from phnom penh to siem reap was also on time and clean. I would definitely recommend Mekong to my friends who is planning to take indochina trips.",5,2019-06-28 10:34:18 UTC,Mekong Express
The driver is on time and very nice,5,2019-06-28 13:03:34 UTC,Private Taxi Service
,4.2,2019-06-28 14:19:31 UTC,Mekong Express
,4,2019-06-28 14:20:05 UTC,Seila Angkor Khmer Express
Some drivers know have free chair then they try to catch passenger. ,4,2019-06-28 14:57:22 UTC,Bayon VIP
"Bullshit, i booked night bus at 1am, seat number 7B, 8B. Since Wednesday 26 June 2019. But when i come to check at bus Agency counter for the booking they know nothing. And stupid call to check with their team. Finally i got 15A, 16A. Company should check",1,2019-06-28 17:53:21 UTC,Virak Buntham Old
Poor service,2.8,2019-06-29 00:46:01 UTC,E.Express Cambodia
,4.6,2019-06-29 02:03:07 UTC,CamPost
the price is quite expensive than other companies,4,2019-06-29 10:32:37 UTC,Mekong Express
,3,2019-06-29 10:41:53 UTC,CamPost
,1.6,2019-06-29 12:12:45 UTC,Virak Buntham Old
,4.4,2019-06-29 18:41:38 UTC,E.Express Cambodia
,1.2,2019-06-30 06:56:32 UTC,Virak Buntham Old
"It was the best trip I've had on the Cambodia Post van. The driver didn't know that he had a passenger, so if I hadn't gotten there very early, I would have missed it, he left at 1pm not 1:45 as per my ticket time!! Advise them when there is a passenger!",4.4,2019-06-30 08:34:48 UTC,CamPost
មិនគោរពពេលវេលាកក់ម៉ោង 07:30 ដល់ម៉ោង 08:40 បាន បានចេញ ,1,2019-06-30 10:04:22 UTC,CTT Transportation
យកចិត្តទុកដាក់ភ្ញៀវ,5,2019-06-30 10:05:13 UTC,Mekong Express
,3.6,2019-06-30 10:07:39 UTC,Mekong Express
,5,2019-06-30 10:23:47 UTC,Private Taxi Service
Driver was early and very nice. Great ride! Thanks. ,5,2019-06-30 10:24:34 UTC,Private Taxi Service
,4.4,2019-06-30 10:25:57 UTC,Champa Mekong
Poor service. Didn’t use this company as the bus we were meant to get was cancel. And only told us once the 6:30 bus left with numerous seats left and could of easily fit us on. ,1,2019-06-30 10:43:18 UTC,Mekong Express
,3,2019-06-30 11:02:39 UTC,CamPost
We did not travel with Mekong as the ‘bus had broken down’ so had to go with another company...not happy at all. ,1,2019-06-30 11:35:17 UTC,Mekong Express
"This is my second time but never see any improvement. The schedule was late, the beds are narrow that can barely fit the whole body. On our departure, the bus was broken that led us to wait for hours to get a supplement van, but there was not enough space",1,2019-06-30 20:59:51 UTC,Ratanak Sambath Express Transportation
"Dear sir 
The trip was canceled more than a week before departure but I have still not received a refund. Please send me the money immediately. ",1,2019-06-30 22:56:08 UTC,Mekong Express
"The van was supposed to leave at 6:30am. Surprisingly it left at 7am. We did not get explanation as for why and no one told us we will be leaving late either. This was very disappointing.
The Wifi did not work when we crossed to Cambodia. I trusted that!",2.8,2019-07-01 02:06:54 UTC,Mekong Express
,2.4,2019-07-01 02:07:23 UTC,Champa Mekong
,2.8,2019-07-01 04:00:14 UTC,Virak Buntham Old
,3.4,2019-07-01 04:01:12 UTC,Virak Buntham Old
,4.4,2019-07-01 05:39:59 UTC,Virak Buntham Old
I wish you could tell the driver to be best at their driving cus lives cannot be trade in the market ,2,2019-07-01 07:48:59 UTC,Virak Buntham Old
Confortable seats in de bus,4,2019-07-01 08:59:24 UTC,Mekong Express
"The aircondition was too cold in the bus, the driver was too enthusiastic with his horn",3,2019-07-01 09:01:31 UTC,Mekong Express
ឡានដូចចាស់ពេកហើយ,4.2,2019-07-01 10:04:07 UTC,Mekong Express
"Customer buy ticket from your website is not treat fairly with others who buy ticket directly on counter. Chat ask for detail from online support, just to provide my ticket number and then get ignored.",2.8,2019-07-01 10:17:07 UTC,Virak Buntham Old
"Selected a pick up, our hotel was on the list provided, received an email saying it was rejected. Bus left late. Took 8 HOURS. Wasn't dropped at destination.Left stranded, had to take tuk tuk for an exorbitant price then stress over if we can get boat. ",1,2019-07-01 10:28:26 UTC,Virak Buntham Old
,4.6,2019-07-01 11:40:05 UTC,Mekong Express
"Crazy driving gets you there in 5-6hr. Van travel isn't great but no other option.  Stopped TEN times. Legroom is very tight, expect boxes under your feet/next to you. Overbooked vans, loud children, people talking (screaming) on phones, broken seat belt.",3,2019-07-01 11:54:19 UTC,Thy Socheata (T.C.T.) Express
